Primary Key,Year,Company Market Cap,ESG Controversies Score,ESG Score,Independent Board Members,Return on Assets - Actual,Return on Equity - Actual,Total Debt Percentage of Total Equity,Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name
1476.TW_2018,2018,2731478173,100,48.20544775,27.27%,0.1527,0.20274,0.0982704,1476.TW,Eclat Textile Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1476.TW_2017,2017,2293937101,100,21.9871938,27.27%,0.19471,0.27238,0.1064702,1476.TW,Eclat Textile Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1476.TW_2016,2016,2662012191,100,24.53812652,25.00%,,,,1476.TW,Eclat Textile Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1476.TW_2015,2015,,100,22.46426247,,,,,1476.TW,Eclat Textile Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2025,2025,2217477934,,,90.91%,0.0275,0.08779,1.0532767,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2024,2024,2014557092,100,36.28734056,90.91%,0.0467,0.16,1.1059512,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2023,2023,2619191555,100,33.83285227,90.91%,0.0242,0.0924,1.248854,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2022,2022,2375380055,100,31.01195615,0.00%,0.0865,0.04397,1.656035,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2021,2021,2234126642,,,0.00%,,,1.6692531,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2020,2020,,,,0.00%,,,1.5522107,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2019,2019,,,,0.00%,,,,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2018,2018,,,,0.00%,,,,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2017,2017,,,,0.00%,,,,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ZGN.N_2016,2016,,,,0.00%,,,,ZGN.N,Ermenegildo Zegna NV,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
ESCM.KL_2025,2025,15628217.89,100,21.94445541,60.00%,,,0.1761708,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2024,2024,24458438.14,100,22.87326313,60.00%,,,0.1733457,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2023,2023,28496454.01,100,34.64580766,75.00%,,,0.1796704,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2022,2022,24724343.79,100,27.9085315,57.14%,,,0.0040641,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2021,2021,42687602.54,,,0.00%,,,0.0066684,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2020,2020,45967067.83,,,0.00%,,,0.0105454,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2019,2019,9191249.321,,,0.00%,,,0.0061312,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2018,2018,6725150.635,,,0.00%,,,0.0025773,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2017,2017,12709157.27,,,0.00%,,,0.0014366,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
ESCM.KL_2016,2016,20052077.54,,,0.00%,,,0.0021817,ESCM.KL,ES Ceramics Technology Bhd,Textiles & Apparel,Apparel & Accessories,Accessories
0330.HK_2025,2025,35625608.64,,,55.56%,,,0.7062147,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2024,2024,46464952.85,,,55.56%,,,0.9944049,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2023,2023,133040602.7,100,62.40559736,42.86%,,,0.4845336,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2022,2022,284512095.4,100,63.00744796,40.00%,,,0.5143639,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2021,2021,226790235.3,100,59.38256669,55.56%,,,1.2602888,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2020,2020,225240402.8,66.66666667,56.30867464,54.55%,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2019,2019,339294523.1,100,65.6990477,60.00%,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2018,2018,327775791.1,100,58.82422077,66.67%,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2017,2017,848352024.1,100,55.8951691,66.67%,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2016,2016,1452422584,100,67.6518454,66.67%,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2015,2015,,100,62.78961921,,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
0330.HK_2014,2014,,100,66.36012497,,,,,0330.HK,Esprit Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2025,2025,1553213809,,,50.00%,0.168,0.55719,0.2289126,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2024,2024,1360369217,100,55.83762253,33.33%,0.23879,0.386,0.1968194,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2023,2023,2396608847,100,51.73959127,50.00%,0.32596,0.60402,0.2764262,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2022,2022,4117999169,100,52.36694401,40.00%,,,0.5005913,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2021,2021,5376094060,100,33.35754673,0.00%,,,,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2020,2020,,,,0.00%,,,,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2019,2019,,,,0.00%,,,,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2018,2018,,,,0.00%,,,,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2017,2017,,,,0.00%,,,,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
383220.KS_2016,2016,,,,0.00%,,,,383220.KS,F&F Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
9910.TW_2025,2025,3126096992,,,31.25%,0.11179,0.2348,0.2427268,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2024,2024,3869351400,100,64.73099576,30.77%,0.09759,0.2066,0.2517258,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2023,2023,5103574346,100,59.20420312,30.77%,0.18489,0.4214,0.1319136,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2022,2022,5563774801,100,66.42814098,30.77%,0.10009,0.2562,0.4911527,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2021,2021,6502455035,100,45.3061649,30.77%,0.1315,0.32941,0.2596928,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2020,2020,5129942530,100,42.17502311,30.77%,0.1651,0.28929,0.2901619,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2019,2019,4273237877,100,40.00684887,31.25%,0.15392,0.32894,0.1132989,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2018,2018,3353522003,100,38.35220498,15.38%,0.14194,0.32635,0.233937,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2017,2017,2543544731,100,34.44543111,15.38%,0.14946,0.33059,0.1815185,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2016,2016,2360092528,100,42.86295323,15.38%,,,,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
9910.TW_2015,2015,,100,49.45781297,,,,,9910.TW,Feng Tay Enterprises Co Ltd,Textiles & Apparel,Footwear,Sports & Outdoor Footwear
FIGS.N_2025,2025,1604076000,,,66.67%,0.0055,0.0289,0.0129928,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2024,2024,970301110.5,100,20.28803291,66.67%,0.05379,0.0682,0.0130025,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2023,2023,1065144513,100,23.93757892,62.50%,0.0825,0.10539,0.0142978,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2022,2022,1043659286,2.941176471,22.18229609,33.33%,,0.228,0.0101803,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2021,2021,3962769036,100,23.32429466,0.00%,,,,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2020,2020,,,,0.00%,,,,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2019,2019,,,,0.00%,,,,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2018,2018,,,,0.00%,,,,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2017,2017,,,,0.00%,,,,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FIGS.N_2016,2016,,,,0.00%,,,,FIGS.N,Figs Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
FLTX.NS_2025,2025,205598319.9,,,50.00%,,,0.1106187,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2024,2024,307782033.4,100,31.43158395,55.56%,,,0.1933801,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2023,2023,237620832.4,100,29.96208666,50.00%,,,0.2761646,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2022,2022,230202821.1,100,33.32921974,0.00%,,,0.3301437,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2021,2021,258117186,,,0.00%,,,0.771479,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2020,2020,118455731.5,,,0.00%,,,1.2117658,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2019,2019,107393315.5,,,0.00%,,,1.2794781,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2018,2018,169985855.5,,,0.00%,,,1.8444418,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2017,2017,124727084.2,,,0.00%,,,1.6424943,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FLTX.NS_2016,2016,40984708.99,,,0.00%,,,1.9692644,FLTX.NS,Filatex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2025,2025,727876257.9,,,27.27%,,,0.3071526,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2024,2024,910765364.1,100,68.25230386,27.27%,,,0.2496296,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2023,2023,1253778574,100,69.30940082,27.27%,0.00605,0.00807,0.2659059,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2022,2022,1377130835,100,72.48124122,23.08%,,,0.2245764,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2021,2021,1564468563,66.66666667,60.15311135,38.46%,,,0.2196724,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2020,2020,1525573456,100,68.07411331,25.00%,,,0.1731903,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2019,2019,1718429539,100,70.36262149,27.27%,0.06425,0.07921,0.1578091,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2018,2018,1665129220,100,62.73355917,25.00%,0.05093,0.06874,0.2094429,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2017,2017,1481904691,100,59.67142703,25.00%,0.0458,0.0629,0.2222941,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2016,2016,1457269415,100,59.94317499,25.00%,0.04046,0.05829,,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
1434.TW_2015,2015,,100,46.92988678,,,,,1434.TW,Formosa Taffeta Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
FOSL.OQ_2025,2025,174925114,,,77.78%,,,1.2056698,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2024,2024,85804699.34,,,80.00%,,,0.8241227,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2023,2023,69425148.4,100,56.21428242,87.50%,,,0.5371443,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2022,2022,208759093.1,100,52.73173152,83.33%,,,0.3049437,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2021,2021,472007649.7,100,48.06678988,83.33%,,,0.5168101,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2020,2020,365413343.9,100,33.31071842,72.73%,,,0.406922,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2019,2019,355102180.4,100,32.69486783,83.33%,,,0.6731127,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2018,2018,678297482.3,100,27.92210697,75.00%,0.0239,0.0666,0.7678601,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2017,2017,314322460,100,28.8618856,75.00%,0.0016,0.0038,0.6266547,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2016,2016,1183976853,100,34.94790789,72.73%,0.0348,0.081,,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2015,2015,,100,23.07828823,,,,,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
FOSL.OQ_2014,2014,,100,25.66826996,,,,,FOSL.OQ,Fossil Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
GABR.CO_2025,2025,60878779.18,,,42.86%,0.03258,,1.3478856,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2024,2024,45620651.45,100,36.83102517,62.50%,,-0.062,1.5003459,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2023,2023,66939478.37,100,38.79850445,50.00%,,,1.2247681,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2022,2022,129654103.4,100,40.96648981,33.33%,,,1.0759027,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2021,2021,162687368.4,100,36.56909108,33.33%,,,0.9037514,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2020,2020,157561178.4,100,26.15876061,33.33%,,,0.9561376,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2019,2019,201405349,100,18.40264138,0.00%,,,0.6322195,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2018,2018,152985380.7,,,0.00%,,,0.3363249,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2017,2017,129767766.8,,,0.00%,,,0.3247055,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GABR.CO_2016,2016,118217281.9,,,0.00%,,,0.0603686,GABR.CO,Gabriel Holding A/S,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics
GRWL.NS_2025,2025,656147110.1,100,20.02977808,71.43%,,0.1871,0.0522416,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2024,2024,1066374157,100,19.29472666,62.50%,,0.185,0.0997691,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2023,2023,747134267.9,100,19.45439516,57.14%,,0.17329,0.1313989,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2022,2022,717253683.7,100,18.72723212,42.86%,,0.185,0.0819844,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2021,2021,774755646.7,,,0.00%,,0.2,0.1255246,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2020,2020,532442363.7,,,0.00%,,0.2023,0.179315,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2019,2019,315014660.1,,,0.00%,,,0.1660191,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2018,2018,317452922.2,,,0.00%,,,0.2578082,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2017,2017,274559622.5,,,0.00%,,,0.1928756,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GRWL.NS_2016,2016,187480956.8,,,0.00%,,,0.1295627,GRWL.NS,Garware Technical Fibres Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics
GEO.MI_2025,2025,115095278.2,,,33.33%,,-0.2183,4.8984668,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2024,2024,141527202.7,,,54.55%,,-0.0654,4.2989182,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2023,2023,188962144.3,100,74.28784627,44.44%,,-0.11189,2.9505776,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2022,2022,208143486.8,100,82.94715317,40.00%,,-0.426,2.7617152,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2021,2021,277351844.2,100,77.13642458,40.00%,,-0.49789,2.6566671,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2020,2020,205810620.8,100,65.03664399,46.15%,,-0.077,1.1420393,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2019,2019,306383065.2,100,53.50743491,0.00%,,-0.0153,0.1435233,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2018,2018,304050199.3,100,54.79648112,0.00%,,0.0434,0.1739455,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2017,2017,749627601.3,,,0.00%,,0.0052,0.2542916,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GEO.MI_2016,2016,572848201.5,,,0.00%,0.00285,,,GEO.MI,Geox SpA,Textiles & Apparel,Footwear,Footwear (NEC)
GIII.OQ_2025,2025,1040278665,100,35.051478,78.57%,0.079,0.12609,0.0036672,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2024,2024,1382767355,100,28.91902131,80.00%,0.0704,0.12929,0.2695245,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2023,2023,1407968312,100,28.76743008,71.43%,0.05089,0.0955,0.4470453,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2022,2022,608363710.3,100,26.48908077,66.67%,0.0776,0.1405,0.3418494,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2021,2021,1180884255,100,26.0411068,66.67%,0.0107,0.0204,0.3834278,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2020,2020,940011265.3,100,23.66911468,66.67%,0.0569,0.1208,0.3079535,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2019,2019,1429214672,100,19.79249011,63.64%,0.0697,0.1243,0.3251481,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2018,2018,1200221702,100,22.84063778,63.64%,0.0422,0.0742,0.3489318,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2017,2017,1509331228,100,29.52610869,63.64%,0.0444,0.0706,0.4521541,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIII.OQ_2016,2016,1367623800,100,28.58305632,63.64%,,,,GIII.OQ,G-III Apparel Group Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2025,2025,9853769482,,,84.00%,0.1354,0.2869,1.1349939,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2024,2024,7016986471,88.63636364,67.34304747,84.62%,0.1301,0.2358,0.5533,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2023,2023,5162303811,100,74.11490246,90.91%,0.1748,0.302,0.5440499,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2022,2022,4591747956,100,80.73775244,90.91%,0.1748,0.3094,0.3694384,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2021,2021,7241124467,100,84.83708775,90.91%,-0.0116,-0.0214,0.6943781,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2020,2020,4539584844,100,81.72387205,91.67%,0.1093,0.1801,0.5050439,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2019,2019,5371729164,100,85.9171278,91.67%,0.1314,0.1972,0.345545,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2018,2018,5514599811,100,82.63961227,80.00%,0.1296,0.1855,0.3071111,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2017,2017,5905886538,100,79.25064425,84.62%,0.1223,0.1654,0.283066,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2016,2016,5692342492,100,74.81854352,86.67%,,,,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
GIL.TO_2015,2015,,100,62.76259809,,,,,GIL.TO,Gildan Activewear Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
8111.T_2025,2025,1948947493,,,40.00%,0.211,0.232,0.024127,8111.T,Goldwin Inc,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing
8111.T_2024,2024,2571353902,100,44.41956519,45.45%,0.251,0.27,0.0290905,8111.T,Goldwin Inc,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing
