Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CSR Strategy Score,Community Score,Company Market Cap (EUR),ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Independent Board Members,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Total Debt Percentage of Total Equity,Workforce Score
KPRM.NS,KPR Mill Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,100,40.65027401,,,,,,,,,,,,0.0931547,
KRIE.BO,Krishna Filament Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
KRTEK.IS,Karsu Tekstil Sanayi ve Ticaret AS,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"17,228,668.75",,,,,,,,,,,,,,0.9459789,
KSLR.BO,KSL and Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
KSRF.NS,KSR Footwear Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
KSYN.BO,Kiran Syntex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0463408,
KTB.N,Kontoor Brands Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,67.79,64.94,"2,891,638,279.19",100,53.52303518,56.21,28.8,44.39,55.29,58.33,88.89,53.76,75.95,51.54,52.05,53.72,1.8505331,21.65
KTEX.BB,Katex AD,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Europe,2025,,,"1,062,461.13",,,,,,,,,,,,,,,
KTIN.NS,Kothari Industrial Corp Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0279686,
KTMG.SI,KTMG Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"5,506,904.62",,,,,,,,,,,,,,1.7092567,
KTRE.BO,Katare Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0370731,
KUSI.BO,Kush Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
KUVZI.RTS,Kostromskoy Yuvelirnyi Zavod OAO,Textiles & Apparel,Apparel & Accessories,Jewelry,Europe,2025,,,,,,,,,,,,,,,,,0.1460517,
LADI.BO,Turner Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.0508475,
LAGN.NS,Lagnam Spintex Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,3.2141841,
LAHT.NS,Lahoti Overseas Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0301119,
LAKE.OQ,Lakeland Industries Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,10.21,39.2,"73,807,207.02",100,26.55435762,1.25,0,4.33,17.24,42.9,85.71,6.67,33.02,10.87,57.16,29.4,0.1184306,5.86
LAKP.BO,Lakhotia Polyesters (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"7,183,840.55",,,,,,,,,,,,,,0.9820688,
LAMB.KL,Lambo Group Bhd,Textiles & Apparel,Footwear,Footwear Wholesale,Asia,2025,16.43,39.2,"1,616,897.32",100,22.99261515,3.75,0,14.14,25.68,25.81,60,21.63,11.95,35.71,45.32,25.36,0.0694238,28.09
LAMB.NS,Lambodhara Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.4092126,
LANr.AT,Lanakam SA,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Europe,2025,,,,,,,,,,,,,,,,,0.2430079,
LAXI.NS,Laxmi Goldorna House Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,1.2451185,
LAXM.NS,Laxmi Cotspin Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.7446597,
LBW.WA,Lubawa SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,,,,,,,,,,,,,,,0.0087315,
LEHA.BO,Lehar Footwears Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.5837984,
LEME.NS,Le Merite Exports Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.9137757,
LETA.PSX,Leather Up Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0021174,
LEVI.N,Levi Strauss & Co,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,75.61,60.8,"6,893,535,001.03",10.71428571,54.62294834,53.48,79.91,71.97,47.44,5.56,84.62,46.66,56.73,77.24,31.26,50.23,0.5072317,83.64
LIBS.NS,Liberty Shoes Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7010574,
LITB.N,LightInTheBox Holding Co Ltd,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,0,28.35,"34,498,658.69",100,20.83092752,1.24,0,0.33,33.6,0,27.27,25.4,55.7,0,83.33,19.24,,0.3
LIWA.SCT,Liwe Espanola SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,"16,832,538.80",,,,,,,,,,,,,,,
LKML.BO,Lakshmi Mills Company Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.1503473,
LORE.NS,Lorenzini Apparels Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2009971,
LOVA.NS,Lovable Lingerie Ltd,Textiles & Apparel,Apparel & Accessories,Lingerie,Asia,2025,,,,,,,,,,,,,,,,,0.0575754,
LOYT.NS,Loyal Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.5367901,
LSIN.BO,LS Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
LTX.WA,Lentex SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,"64,551,947.15",,,,,,,,,,,,,,0.0518825,
LTXV.VI,Linz Textil Holding AG,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Europe,2025,,,"70,355,362.76",,,,,,,,,,,,,,0.0448869,
LUDL.BO,Ludlow Jute & Specialities Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0163152,
LUKSK.IS,Luks Kadife Ticaret ve Sanayi AS,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"57,116,450.27",,,,,,,,,,,,,,0.1268574,
LULU.OQ,Lululemon Athletica Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,82.47,69.75,"20,755,615,859.47",80.95238095,61.18884619,25.94,80.8,59.36,78.19,70.97,90.91,81.24,11.95,61.8,65.17,42.51,0.0028677,23.15
LUXI.NS,Lux Industries Ltd,Textiles & Apparel,Apparel & Accessories,Knitwear,Asia,2025,,,,100,44.90776773,,,,,,,,,,,,0.1846698,
LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,44.89,91.46,"321,008,076,300.00",7.142857143,81.09475061,95.96,80,91.46,53.23,86.54,55,63.28,93.67,99.69,25.26,91.88,0.5877437,96.04
LWSK.BO,LWS Knitwear Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4691872,
LYPS.NS,Lypsa Gems & Jewellery Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.7868556,
M10.HNO,Garment 10 Corp JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"22,823,530.15",,,,,,,,,,,,,,1.2276725,
MAAJ.BO,Maa Jagdambe Tradelinks Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,,
MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,0,39.2,"462,131,704.60",100,43.4900689,3.75,29.6,12.69,77.04,57.42,91.67,87.7,43.71,2.17,92.88,35.07,1.8345865,1.54
MAHM.PSX,Mahmood Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.6091513,
MAHR.NS,Mahalaxmi Rubtech Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2127391,
MAK.BB,Mak AD,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Europe,2025,,,,,,,,,,,,,,,,,0.0142902,
MAKS.DH,Maksons Spinning Mills PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.132354,
MAKS.MKE,Makoteks AD Skopje,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Europe,2025,,,,,,,,,,,,,,,,,0.0001021,
MAMK.OQ,MaxsMaking Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"184,015,308.75",,,,,,,,,,,,,,0.5861101,
MANO.NS,Manomay Tex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.2095339,
MARI.BO,Maris Spinners Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,3.9713548,
MARL.NS,Maral Overseas Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,3.0212749,
MASO.PSX,Masood Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.5704668,
MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,100,29.31258978,,,,,,,,,,,,0,
MAYL.BO,Mayur Leather Products Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.0305971,
MAYU.NS,Mayur Uniquoters Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,0.009616,
MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans,Asia,2025,,,,100,50.2829525,,,,,,,,,,,,0.3072866,
MCRAA.PK,McRae Industries Inc,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,,,"97,692,863.41",,,,,,,,,,,,,,0,
MDMD.BO,Mini Diamonds (India) Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.0394237,
MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,10.26,8.84,"527,164,374.47",100,42.51312355,39.44,28.8,50.67,36.06,58.33,85.71,24.07,36.39,80.56,93.21,44.53,0.4058077,60.67
MENE.V,Mene Inc,Textiles & Apparel,Apparel & Accessories,Jewelry,Americas,2025,,,"13,958,885.89",,,,,,,,,,,,,,0.0408159,
MEYE.BO,Meyer Apparel Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
MFRQ.PSX,Mohammad Farooq Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
MFTI.NS,Mafatlal Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0945926,
MGG.HNO,Duc Giang Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"7,576,583.08",,,,,,,,,,,,,,0.5979624,
MGT.CM,Hayleys Fabric PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0434882,
MHAL.NS,Mahalaxmi Fabric Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,,,,,,,,,,,,,,,0.4487802,
MHIK.BO,Mihika Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0071103,
MHIN.BO,Maharashtra Corp Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0,
MICHEI1.LM,Michell y Cia SA,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Americas,2025,,,"4,474,944.25",,,,,,,,,,,,,,0.3988835,
MINA.BO,Minaxi Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,6.1799448,
MINL.BO,Minal Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.1299193,
MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,100,44.04947165,,,,,,,,,,,,0.0846446,
MISD.BO,Mish Designs Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0833608,
MISH.BO,Mishka Finance and Trading Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0,
MISK.BO,Mishka Exim Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,"5,627,761.74",,,,,,,,,,,,,,0.0122804,
MITT.NS,Mittal Life Style Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0743027,
MIZA.BB,Mizia 96 AD,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,"819,046.22",,,,,,,,,,,,,,0.4221159,
MKEX.BO,MK Exim (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.0061829,
ML2G.F,Ming Le Sports AG,Textiles & Apparel,Footwear,Footwear (NEC),Europe,2025,,,,,,,,,,,,,,,,,0.0002949,
MLDY.DH,M.L. Dyeing & Textile Ind. PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0798995,
